,Unnamed: 0,accountId,assists,champLevel,champiom,combatPlayerScore,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,platformId,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,profileIcon,quadraKills,queueId,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicDamageDealtToChampions,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,posição,score_kmeans
3632,3632,210160073,19,17,113,0,"{'10-20': 2.5, '0-10': 0.2, '30-end': 2.6, '20-30': 1.9}","{'10-20': 1.1, '0-10': 0, '30-end': 2.4, '20-30': 0.9999999999999998}",210160073,KR,6659,1590,72800,"{'10-20': -705, '0-10': 62.00000000000003, '30-end': 324.2000000000003, '20-30': -141.30000000000007}","{'10-20': 737.8, '0-10': 702.1, '30-end': 2375.8, '20-30': 2012.9}",4,1,False,False,True,False,False,True,1520322412683,2257,3136583634,8.4.218.8787,14823,"{'10-20': 367, '0-10': 292.9, '30-end': 468.6, '20-30': 426.6}",13050,UNRANKED,0,2421,3190,3143,3111,3083,1401,3364,2,7,JUNGLE,0,3,2,526,58906,8313,20709,11,/v1/stats/player_history/KR/210160073,126,4,91,0,3,0,8439,1152,0,0,8473,1033,0,0,8429,73,17,15,8451,235,0,0,9111,3811,0,0,9105,13,0,0,8400,8000,86257,10198,30926,KR,0,0,0,0,0,0,0,0,0,0,4,0,420,0.2375,0.12903225806451613,0.18828595381449584,0.19444444444444445,0.146968426934898,0.18241161369836714,0.14992154953200235,0.21906867515761855,0.6885245901639344,0.14159758359735378,0.12650251193946535,0.402169107128924,0.3960396039603961,0.13837862906473394,0.13997586160654418,0.2972360115217258,0.19839213594452487,0.06143001007049345,0.2849137931034483,0.05655254016170873,0.1808583887996328,0.2129376707226223,0.19333333333333333,0.2702702702702703,0.11627906976744184,NONE,11,0,11,4,66450325.0,Excalibur2,80,156350,20876,53350,10414,61,0,0,661,1,0,11184,2364,1715,1,0,58,10,11,15,True,"{'10-20': -197.79999999999998, '0-10': 35.599999999999994, '30-end': 94.39999999999998, '20-30': -65.89999999999998}","{'10-20': 386.6, '0-10': 393, '30-end': 550.4, '20-30': 470.5}",jg,1.9943399416233072
3635,3635,210160268,6,17,150,0,"{'10-20': 8.2, '0-10': 8, '30-end': 3.8, '20-30': 7.1}","{'10-20': -1.0999999999999996, '0-10': 2.3000000000000007, '30-end': 2.1999999999999997, '20-30': -1.4}",210160268,KR,4250,2586,35642,"{'10-20': 74.19999999999999, '0-10': -5.799999999999983, '30-end': 462, '20-30': 624.3}","{'10-20': 847.6, '0-10': 339.1, '30-end': 1624.6, '20-30': 1441}",7,0,False,False,False,False,False,False,1520322412683,2257,3136583634,8.4.218.8787,14652,"{'10-20': 366.8, '0-10': 298.1, '30-end': 326, '20-30': 517.7}",13375,UNRANKED,0,3211,3071,3046,3047,3022,3082,3340,1,5,TOP,559,3,1,822,16219,4237,12526,11,/v1/stats/player_history/KR/210160268,9,5,0,0,6,0,8214,1298,0,0,8224,926,0,0,8234,24,0,0,8237,565,0,0,8473,1134,0,0,8444,1863,0,0,8200,8400,155505,16992,24217,KR,0,0,0,0,0,0,0,0,0,0,22,0,420,0.1016949152542373,0.19444444444444445,0.2062645174913775,0.16666666666666666,0.2692433671798231,0.038879846196995374,0.04630145668732037,0.21098908502897185,0.040540540540540536,0.3762557585846464,0.34211850927174986,0.2179924566346509,0.15048543689320387,0.17226560008928002,0.14461345692651775,0.2119601077350756,0.00969525077417301,0.315035799522673,0.29770773638968484,0.006688808664259928,0.032759807295251214,0.16950678858409532,0.15966386554621848,0.1111111111111111,0.15966386554621848,SOLO,11,0,12,4,66450327.0,HKA Pentatonix,31,172883,21467,39191,670,264,0,0,1039,1,0,1158,238,2447,2,0,38,3,6,19,False,"{'10-20': 35.599999999999994, '0-10': 70.90000000000003, '30-end': -455.8, '20-30': 29.599999999999966}","{'10-20': 554.2, '0-10': 457.1, '30-end': 364.8, '20-30': 568.5999999999999}",top,0.7649368616947192
3636,3636,210111133,14,17,154,0,"{'10-20': 1.4, '0-10': 0.2, '30-end': 0.2, '20-30': 0.9}","{'10-20': -1.1, '0-10': 0, '30-end': -2.4, '20-30': -0.9999999999999998}",210111133,KR,9440,0,77055,"{'10-20': 705, '0-10': -62.00000000000003, '30-end': -324.2000000000003, '20-30': 141.30000000000007}","{'10-20': 1442.8, '0-10': 640.0999999999999, '30-end': 2051.6, '20-30': 2154.2}",6,0,False,False,False,False,False,False,1520322412683,2257,3136583634,8.4.218.8787,13668,"{'10-20': 395.9, '0-10': 251.6, '30-end': 323.8, '20-30': 440.2}",12450,UNRANKED,0,3109,1011,3190,3083,1401,3047,3364,1,5,JUNGLE,0,2,1,633,154274,18065,14217,11,/v1/stats/player_history/KR/210111133,148,15,110,0,7,0,8439,2709,0,0,8463,2316,0,0,8429,73,18,13,8453,3430,1638,0,8304,9,3,0,8347,0,0,0,8400,8300,33446,1553,34701,KR,0,0,0,0,0,0,0,0,0,0,4,0,420,0.23728813559322035,0.16666666666666666,0.19241219117336525,0.16666666666666666,0.20733704552898788,0.3698223930079083,0.19741227638811484,0.2394724430669721,0.6666666666666666,0.08092505129495567,0.03126824652183542,0.3123655381624074,0.3106796116504854,0.20032902078949047,0.15151841771981353,0.3227401053553851,0.6039417706132608,0.050119331742243436,0.32836676217765043,0.07696750902527076,0.3954576737783895,0.7450817400942089,0.1134453781512605,0.3703703703703704,0.08403361344537816,NONE,11,0,11,4,66392898.0,Lunia Z,64,201047,22492,59674,41736,42,0,0,1146,5,0,13325,2873,10756,0,0,27,10,7,10,False,"{'10-20': 197.79999999999998, '0-10': -35.599999999999994, '30-end': -94.39999999999998, '20-30': 65.89999999999998}","{'10-20': 584.4, '0-10': 357.4, '30-end': 456, '20-30': 536.4}",jg,2.3155269058461463
3651,3651,210160260,15,17,51,0,"{'10-20': 11.2, '0-10': 9.1, '20-30': 9.1}","{'10-20': 3.3, '0-10': 0.5499999999999998, '20-30': 1.95}",210160260,KR,15021,14720,12128,"{'10-20': -14.900000000000034, '0-10': -118.74999999999997, '20-30': 251.35000000000002}","{'10-20': 505, '0-10': 244, '20-30': 869.7}",3,2,False,False,True,False,False,True,1520318015405,1875,3136477752,8.4.218.8787,16089,"{'10-20': 485.1, '0-10': 311.4, '20-30': 633}",14250,UNRANKED,0,1038,3031,3006,3036,3094,3087,3363,1,8,BOTTOM,1584,6,2,653,31026,3947,5951,11,/v1/stats/player_history/KR/210160260,8,0,4,0,2,0,8021,7425,0,0,9101,3005,4945,0,9103,14,0,0,8014,721,0,0,8234,18,0,0,8236,28,0,0,8000,8200,192465,39441,10866,KR,0,0,0,0,0,0,0,0,0,0,7,0,420,0.26785714285714285,0.14285714285714285,0.2482947004537177,0.25806451612903225,0.20690747782002536,0.09772584099785814,0.07350777539808176,0.09890639542614016,0.052287581699346414,0.5730103249931524,0.7050211822748155,0.13478379518221734,0.19597989949748745,0.3247444220902029,0.3937423775019729,0.12010718996210668,0.18508177104108495,0.3595641646489104,0.1353410740203193,0.061585692025025,0.2767094017094017,0.15676106900678102,0.14583333333333334,0.125,0.14705882352941174,DUO_CARRY,11,0,7,4,66470336.0,Bort,39,226140,43907,17211,5104,297,0,0,373,3,0,2648,518,393,4,0,21,2,3,10,True,"{'10-20': 179.4, '0-10': -5.6499999999999915, '20-30': 126.94999999999996}","{'10-20': 554.4000000000001, '0-10': 338, '20-30': 672.1}",adc,1.2217444231109431
3653,3653,210171878,16,14,223,0,"{'10-20': 2.6, '0-10': 1.4, '20-30': 1.9}","{'10-20': 3.3, '0-10': 0.5499999999999998, '20-30': 1.95}",210171878,KR,1467,251,38417,"{'10-20': -14.900000000000034, '0-10': -118.74999999999997, '20-30': 251.35000000000002}","{'10-20': 907.3, '0-10': 308.79999999999995, '20-30': 1656.4}",4,1,False,False,True,False,False,False,1520318015405,1875,3136477752,8.4.218.8787,11031,"{'10-20': 447.9, '0-10': 154.2, '20-30': 408.7}",10375,UNRANKED,0,3800,3190,2055,3111,3109,3401,3364,1,5,BOTTOM,0,4,2,662,23842,11634,12571,11,/v1/stats/player_history/KR/210171878,4,0,0,0,4,0,8351,56,0,0,8304,9,3,0,8345,4,0,0,8410,167,0,0,8473,820,0,0,8444,2236,0,0,8300,8400,7815,2032,18304,KR,0,0,0,0,0,0,0,0,0,0,3224,0,420,0.2857142857142857,0.19047619047619047,0.17023673570171918,0.16129032258064516,0.20975918884664133,0.07509764394607535,0.21666821864233168,0.2089316580241989,0.026143790849673203,0.023266961212799656,0.036322685590690525,0.2270460691160783,0.23618090452261306,0.06086337154616199,0.12820144917138962,0.22073734970027287,0.37549407114624506,0.07142857142857142,0.1055878084179971,0.2494592645998558,0.3365384615384616,0.3011567610690068,0.4513888888888889,0.4375,0.4705882352941176,DUO_SUPPORT,11,0,4,14,66820157.0,mental booooooom,47,42383,14296,31631,10355,59,0,0,291,5,0,10726,630,755,0,0,65,7,4,32,True,"{'10-20': 179.4, '0-10': -5.6499999999999915, '20-30': 126.94999999999996}","{'10-20': 424, '0-10': 241.4, '20-30': 543.6}",sup,1.334797233657303
3654,3654,3044416,6,16,106,0,"{'10-20': 6.4, '0-10': 5.300000000000001, '20-30': 8.9}","{'10-20': -2.4000000000000004, '0-10': -0.5999999999999996, '20-30': 2.4000000000000004}",3044416,KR,3456,2907,31782,"{'10-20': -17.799999999999955, '0-10': 133.1, '20-30': -450.80000000000007}","{'10-20': 1041.7, '0-10': 637.1, '20-30': 1272.1999999999998}",7,0,False,False,False,False,False,False,1520318015405,1875,3136477752,8.4.218.8787,11335,"{'10-20': 285.2, '0-10': 253.3, '20-30': 497.29999999999995}",10300,DIAMOND,0,1054,3065,3800,3111,3194,1029,3340,0,2,TOP,360,0,1,407,52480,4653,11981,11,/v1/stats/player_history/KR/3044416,4,0,0,0,5,0,8439,984,0,0,8446,1760,0,0,8444,1582,0,0,8453,169,0,0,9111,543,0,0,9104,22,40,0,8400,8000,60639,6091,20463,KR,0,0,0,0,0,0,0,0,0,0,543,0,420,0.10714285714285714,0.3333333333333333,0.17492823852588044,0.06451612903225806,0.12896070975918886,0.16530175129141994,0.08665611323214452,0.1991257811461242,0.026143790849673203,0.18053554203236832,0.1088786800850866,0.25382668882879755,0.17587939698492466,0.18713515795641067,0.0963573427075113,0.2289301241477491,0.03528302570983065,0.2506053268765133,0.4996371552975327,0.3999116217410517,0.0,0.14399680893498204,0.06944444444444445,0.0,0.10294117647058824,SOLO,11,0,12,4,3876816.0,정호우,35,130314,10745,32805,973,207,0,0,1377,1,0,17195,0,361,2,0,10,0,2,7,True,"{'10-20': -123.89999999999998, '0-10': 4.5, '20-30': 168.20000000000002}","{'10-20': 388, '0-10': 440.3, '20-30': 719.3}",top,0.7146233079352378
3655,3655,1011436,3,14,81,0,"{'10-20': 5.4, '0-10': 7.6, '20-30': 6}","{'10-20': -3.3, '0-10': -0.5499999999999998, '20-30': -1.95}",1011436,KR,3710,0,14152,"{'10-20': 14.900000000000034, '0-10': 118.74999999999997, '20-30': -251.35000000000002}","{'10-20': 665.4, '0-10': 340, '20-30': 810.7}",5,0,False,True,False,False,False,False,1520318015405,1875,3136477752,8.4.218.8787,11973,"{'10-20': 325.7, '0-10': 325.4, '20-30': 450.29999999999995}",11700,MASTER,0,3158,3153,3140,3025,3042,3123,3363,2,5,BOTTOM,0,2,1,917,37083,7940,8602,11,/v1/stats/player_history/KR/1011436,24,0,20,0,6,0,8359,790,35,0,8304,9,3,0,8345,4,0,0,8347,0,0,0,8226,1886,0,0,8210,0,0,0,8300,8200,126364,24512,11159,KR,0,0,0,0,0,0,0,0,0,0,3366,0,420,0.0967741935483871,0.16129032258064516,0.2266926688882157,0.2380952380952381,0.2836374884008661,0.11765919034942715,0.13844812554489974,0.15060578471881786,0.16326530612244894,0.4139539607090326,0.4590606037905461,0.14061062738624766,0.12048192771084335,0.259206851959443,0.29546959569827913,0.14489233905067544,0.08480231183501905,0.2639257294429708,0.2890267798824298,0.12692734052201954,0.4032708416433985,0.1517094017094017,0.1407035175879397,0.05263157894736842,0.16831683168316833,DUO_CARRY,11,0,7,4,1513290.0,일 편,20,165966,33464,20046,3228,199,0,0,885,2,0,2519,1011,284,0,0,28,1,2,17,False,"{'10-20': -179.4, '0-10': 5.6499999999999915, '20-30': -126.94999999999996}","{'10-20': 376.6, '0-10': 304.79999999999995, '20-30': 508.1}",adc,0.9960656631716438
3656,3656,204026648,9,12,12,0,"{'10-20': 1.8, '0-10': 1.8, '20-30': 1.1}","{'10-20': -3.3, '0-10': -0.5499999999999998, '20-30': -1.95}",204026648,KR,0,0,30813,"{'10-20': 14.900000000000034, '0-10': 118.74999999999997, '20-30': -251.35000000000002}","{'10-20': 776.7, '0-10': 450.29999999999995, '20-30': 1212.6999999999998}",6,0,False,False,False,False,False,False,1520318015405,1875,3136477752,8.4.218.8787,7106,"{'10-20': 243.4, '0-10': 174.2, '20-30': 224.8}",6725,DIAMOND,0,3190,3107,3097,3117,0,2055,3364,0,1,BOTTOM,0,0,1,634,14113,5583,9854,11,/v1/stats/player_history/KR/204026648,4,0,0,0,7,0,8465,1824,0,0,8446,0,0,0,8444,1690,0,0,8451,126,0,0,8306,3,0,0,8347,0,0,0,8400,8300,4961,700,14284,KR,0,0,0,0,0,0,0,0,0,0,1438,0,420,0.2903225806451613,0.1935483870967742,0.13454256285973948,0.047619047619047616,0.19610269099907207,0.04477858192167476,0.09734960767218832,0.17252608726101268,0.027210884353741496,0.016251666606608768,0.013109596224436287,0.17998765136528014,0.27710843373493976,0.03736466942794135,0.060243516957009274,0.1793048116746536,0.152213319322212,0.0636604774535809,0.03429131286740692,0.24433135140582485,0.2153968887116075,0.35683760683760685,0.33668341708542715,0.2631578947368421,0.2673267326732673,DUO_SUPPORT,11,0,4,14,26241708.0,전민혁,46,23924,6823,24807,5794,48,0,0,105,5,0,4849,540,668,0,0,67,5,5,27,False,"{'10-20': -179.4, '0-10': 5.6499999999999915, '20-30': -126.94999999999996}","{'10-20': 243, '0-10': 285.9, '20-30': 453.70000000000005}",sup,0.8498052373309888
3658,3658,210160268,8,16,14,0,"{'10-20': 8.8, '0-10': 5.9, '20-30': 6.5}","{'10-20': 2.4000000000000004, '0-10': 0.5999999999999996, '20-30': -2.4000000000000004}",210160268,KR,1865,883,66900,"{'10-20': 17.799999999999955, '0-10': -133.1, '20-30': 450.80000000000007}","{'10-20': 1059.5, '0-10': 504, '20-30': 1723}",6,0,False,False,False,False,False,False,1520318015405,1875,3136477752,8.4.218.8787,11340,"{'10-20': 365.4, '0-10': 293.5, '20-30': 403.7}",11275,UNRANKED,0,3800,3060,3001,3111,3082,1011,3340,2,5,TOP,0,2,1,499,87724,14202,15069,11,/v1/stats/player_history/KR/210160268,0,0,0,0,9,0,8351,32,0,0,8304,8,3,0,8345,4,0,0,8352,343,0,0,8473,1948,0,0,8444,1730,0,0,8300,8400,48042,9341,24691,KR,0,0,0,0,0,0,0,0,0,0,22,0,420,0.25806451612903225,0.1935483870967742,0.21470766434413813,0.2380952380952381,0.1543458088462728,0.2783360249767588,0.2476373147340889,0.2638315008053785,0.0,0.15738007803158607,0.17493819761779908,0.3111225917012134,0.463855421686747,0.2144220377207614,0.2082696875248329,0.2891341587700848,0.4196768685143833,0.28514588859416445,0.4934683213585892,0.07679129295575934,0.017550857598723574,0.12927350427350429,0.1457286432160804,0.15789473684210525,0.15841584158415842,SOLO,11,0,12,4,66450327.0,HKA Pentatonix,77,137291,23588,40002,15975,215,0,0,1511,1,0,1524,44,242,0,0,29,3,2,16,False,"{'10-20': 123.89999999999998, '0-10': -4.5, '20-30': -168.20000000000002}","{'10-20': 511.9, '0-10': 435.8, '20-30': 551.1}",top,1.1629707038278967
3660,3660,204062750,24,16,223,0,"{'10-20': 2.0999999999999996, '0-10': 1.4, '30-end': 3, '20-30': 2.3}","{'10-20': 0.1500000000000008, '0-10': -0.10000000000000053, '30-end': 0.09999999999999964, '20-30': -1.1}",204062750,KR,2957,1805,47142,"{'10-20': -31.049999999999983, '0-10': 4.650000000000048, '30-end': 486.70000000000005, '20-30': 133.35000000000008}","{'10-20': 526, '0-10': 408.5, '30-end': 1377.6, '20-30': 723.1}",1,0,False,False,True,False,False,False,1520258218164,2264,3135974842,8.4.218.8787,10955,"{'10-20': 264.8, '0-10': 205.9, '30-end': 280.8, '20-30': 280.7}",8225,CHALLENGER,0,3401,3190,2055,3109,3047,1028,3364,0,1,BOTTOM,0,0,1,1824,25455,12021,10747,11,/v1/stats/player_history/KR/204062750,12,4,0,0,1,0,8351,32,0,0,8304,9,0,0,8345,4,0,0,8410,182,0,0,8444,2625,0,0,8473,1071,0,0,8300,8400,12193,1985,16858,KR,0,0,0,0,0,0,0,0,0,0,3329,0,420,0.2823529411764706,0.0625,0.14381547509648962,0.03125,0.31899265477439664,0.06983998946432687,0.1786659136173122,0.2280917715474245,0.05172413793103448,0.02004695653889534,0.03187219010918433,0.15696754129499618,0.2048780487804878,0.045147572193912,0.10697017700943592,0.1739801395598497,0.19531688437348813,0.0788675429726997,0.05613490126469936,0.07572112451994162,0.09755473050825758,0.09740053050397876,0.3,0.2903225806451613,0.36585365853658536,DUO_SUPPORT,11,0,14,4,26022557.0,KSV Life,42,53167,15531,28523,10093,78,0,0,253,5,0,15517,1524,918,2,0,93,9,13,45,True,"{'10-20': 118.19999999999999, '0-10': 34.30000000000001, '30-end': -79.70000000000005, '20-30': 67.75}","{'10-20': 335.5, '0-10': 333.70000000000005, '30-end': 394.6, '20-30': 455.40000000000003}",sup,0.9502194951678379
3661,3661,4061828,19,18,3,0,"{'10-20': 9.5, '0-10': 6, '30-end': 5.6, '20-30': 6.800000000000001}","{'10-20': 0.2999999999999994, '0-10': -3, '30-end': -8.200000000000001, '20-30': -1.2000000000000002}",4061828,KR,886,730,54198,"{'10-20': -208.90000000000003, '0-10': 193.39999999999998, '30-end': 1068, '20-30': -149.70000000000005}","{'10-20': 633, '0-10': 521.4, '30-end': 1822.2, '20-30': 836.6}",4,0,False,False,False,False,False,False,1520258218164,2264,3135974842,8.4.218.8787,14330,"{'10-20': 420.79999999999995, '0-10': 245.9, '30-end': 377.8, '20-30': 376.8}",12650,DIAMOND,0,0,3152,3191,3151,3083,3047,3340,0,2,MIDDLE,0,0,1,1034,189843,25546,2044,11,/v1/stats/player_history/KR/4061828,16,0,16,0,2,0,8439,711,0,0,8473,959,0,0,8429,73,16,10,8242,10,0,0,8304,9,3,0,8316,5225,0,0,8400,8300,6192,188,29892,KR,0,0,0,0,0,0,0,0,0,0,508,0,420,0.2235294117647059,0.25,0.18812193136765826,0.0625,0.1808324589017139,0.5208655713956475,0.37968550280907226,0.04338136978160749,0.06896551724137931,0.010180493306720243,0.0030186255619781637,0.27832920538557515,0.24390243902439024,0.2975212015349512,0.18457194021626835,0.20323403113258184,0.04756652152878568,0.2709807886754297,0.05280674506323497,0.7531219043250391,0.06798105236205351,0.14663129973474803,0.13225806451612904,0.25806451612903225,0.17073170731707318,SOLO,11,0,12,4,5054111.0,midfighter1,50,350369,26798,33319,2458,268,0,0,238,1,0,154332,1062,1382,0,0,41,8,3,21,True,"{'10-20': -25.899999999999977, '0-10': -44.099999999999994, '30-end': -417.20000000000005, '20-30': 67.80000000000001}","{'10-20': 580.6, '0-10': 413, '30-end': 348.4, '20-30': 535.5}",mid,0.9511832678005887
3662,3662,207196668,13,17,110,0,"{'10-20': 9.2, '0-10': 8.8, '30-end': 6.2, '20-30': 7.8999999999999995}","{'10-20': 0.1500000000000008, '0-10': -0.10000000000000053, '30-end': 0.09999999999999964, '20-30': -1.1}",207196668,KR,14758,9212,19469,"{'10-20': -31.049999999999983, '0-10': 4.650000000000048, '30-end': 486.70000000000005, '20-30': 133.35000000000008}","{'10-20': 438.6, '0-10': 269.6, '30-end': 1024, '20-30': 637.5}",3,2,False,False,False,True,False,False,1520258218164,2264,3135974842,8.4.218.8787,18011,"{'10-20': 467, '0-10': 320.6, '30-end': 463.8, '20-30': 454.5}",14075,MASTER,1,3153,2421,3124,3085,3091,3047,3363,3,10,BOTTOM,548,4,2,1043,68641,14585,6953,11,/v1/stats/player_history/KR/207196668,45,0,31,0,3,0,8021,9380,0,0,9101,2300,5115,0,9104,13,40,0,8014,1173,0,0,8304,9,0,0,8345,4,0,0,8000,8300,159281,22708,10674,KR,0,0,0,0,0,0,0,0,0,0,3152,0,420,0.15294117647058825,0.1875,0.23644550634074615,0.3125,0.18240643581671914,0.1883279008768753,0.21677417437055974,0.14756881804868732,0.1939655172413793,0.26187970839594754,0.3646114322414901,0.09938732564852233,0.23414634146341465,0.20016779506584004,0.28081135064398377,0.1254086761333138,0.1306821480406386,0.3195146612740142,0.24517417350787665,0.03806795723271668,0.22257073358084756,0.3110875331564987,0.22258064516129036,0.03225806451612903,0.13008130081300814,DUO_CARRY,11,0,7,4,42461466.0,sibasaki roka,48,235723,40771,20560,6753,316,0,0,1105,4,0,7801,3477,2932,0,0,69,1,20,16,True,"{'10-20': 118.19999999999999, '0-10': 34.30000000000001, '30-end': -79.70000000000005, '20-30': 67.75}","{'10-20': 522.0999999999999, '0-10': 330.8, '30-end': 397.2, '20-30': 558.2}",adc,0.9147179367480595
3663,3663,206360056,15,17,106,0,"{'10-20': 1.1, '0-10': 0.2, '30-end': 0.8, '20-30': 1.6}","{'10-20': -0.6000000000000001, '0-10': 0, '30-end': -2.5999999999999996, '20-30': 0.7}",206360056,KR,14543,0,64573,"{'10-20': -367.09999999999997, '0-10': -155.19999999999993, '30-end': 1084.3999999999999, '20-30': -454.5000000000001}","{'10-20': 924.3, '0-10': 587.9000000000001, '30-end': 2146.2, '20-30': 1499}",2,0,False,True,False,False,False,False,1520258218164,2264,3135974842,8.4.218.8787,14321,"{'10-20': 492.7, '0-10': 270.9, '30-end': 289.4, '20-30': 361.20000000000005}",13225,DIAMOND,0,1401,3143,3742,3083,0,3047,3364,2,9,JUNGLE,133,7,1,1512,68794,8628,16424,11,/v1/stats/player_history/KR/206360056,146,14,109,0,4,0,8439,1675,0,0,8473,714,0,0,8429,73,18,10,8451,276,0,0,9111,3908,0,0,9105,15,50,0,8400,8000,94276,9971,30595,KR,0,0,0,0,0,0,0,0,0,0,4,0,420,0.17647058823529413,0.125,0.1880037808176018,0.28125,0.2644281217208814,0.18874768160317826,0.12823637822894682,0.34857906912579323,0.6293103448275862,0.15500261417706035,0.16009955041746948,0.2848749511164081,0.2195121951219512,0.14825237532767166,0.147654797162339,0.30730005367686525,0.39210449927431057,0.03538928210313448,0.44486354559574,0.056191837909849066,0.18166688004096787,0.3563925729442971,0.18387096774193548,0.3548387096774194,0.14634146341463414,NONE,11,0,11,4,38100682.0,KDM 유준,45,174586,21438,50380,20262,35,0,0,2005,1,0,11515,2838,3359,0,0,57,11,15,18,True,"{'10-20': 133.8, '0-10': -80.80000000000001, '30-end': 80.80000000000001, '20-30': 170.99999999999997}","{'10-20': 521.5, '0-10': 314.6, '30-end': 414, '20-30': 551.9}",jg,2.0797181316046722
3664,3664,210160268,14,18,41,0,"{'10-20': 7.1, '0-10': 6.2, '30-end': 8.6, '20-30': 9.6}","{'10-20': -1.6999999999999997, '0-10': -1.1999999999999997, '30-end': 3.8, '20-30': 3.9}",210160268,KR,18525,6204,19899,"{'10-20': 192.59999999999997, '0-10': 68.00000000000003, '30-end': -2442, '20-30': -321.20000000000005}","{'10-20': 846.2, '0-10': 508, '30-end': 940.6, '20-30': 845.4}",6,3,False,False,True,False,False,False,1520258218164,2264,3135974842,8.4.218.8787,18557,"{'10-20': 384.4, '0-10': 264.29999999999995, '30-end': 523.2, '20-30': 628.0999999999999}",15333,UNRANKED,0,3046,3053,1038,3078,3508,3047,3340,1,10,TOP,1168,10,3,305,11743,6502,10949,11,/v1/stats/player_history/KR/210160268,13,5,1,0,5,0,8359,570,19,0,8304,10,0,0,8345,4,0,0,8352,529,0,0,8226,1560,0,0,8237,713,0,0,8300,8200,336280,27428,19379,KR,0,0,0,0,0,0,0,0,0,0,22,0,420,0.16470588235294115,0.375,0.2436133063775041,0.3125,0.05334032878628892,0.032218856659972116,0.09663803097410896,0.2323789714964875,0.05603448275862069,0.5528902275813765,0.440398201669878,0.18044097655449826,0.0975609756097561,0.3089110558776251,0.279991734967973,0.19007709949738932,0.23432994678277694,0.295247724974722,0.20102063456844907,0.07689717601245345,0.4302266035078735,0.08848806366047746,0.16129032258064516,0.06451612903225806,0.1869918699186992,SOLO,11,0,12,4,66450327.0,HKA Pentatonix,20,363782,40652,31162,12109,292,0,0,906,1,1,15758,6721,834,3,0,50,2,3,23,True,"{'10-20': -89.79999999999998, '0-10': -123.39999999999998, '30-end': 132.20000000000005, '20-30': 327.9}","{'10-20': 446.70000000000005, '0-10': 375.3, '30-end': 533.6, '20-30': 733.7}",top,1.0291776290943324
